,FECHA,MUNICIPIO RESIDENCIA,CASOS
685,2020-04-26,Cuauhtémoc,22
686,2020-04-26,Gustavo A. Madero,54
687,2020-04-26,Iztacalco,39
688,2020-04-26,Iztapalapa,86
689,2020-04-26,La Magdalena Contreras,18
690,2020-04-26,Miguel Hidalgo,9
691,2020-04-26,Milpa Alta,12
692,2020-04-26,Tlalpan,21
693,2020-04-26,Tláhuac,18
694,2020-04-26,Venustiano Carranza,25
695,2020-04-26,Xochimilco,17
696,2020-04-26,Álvaro Obregón,21
697,2020-04-27,Azcapotzalco,77
698,2020-04-27,Benito Juárez,22
699,2020-04-27,Coyoacán,39
700,2020-04-27,Cuajimalpa de Morelos,102
701,2020-04-27,Cuauhtémoc,39
702,2020-04-27,Gustavo A. Madero,110
703,2020-04-27,Iztacalco,115
704,2020-04-27,Iztapalapa,129
705,2020-04-27,La Magdalena Contreras,36
706,2020-04-27,Miguel Hidalgo,23
707,2020-04-27,Milpa Alta,22
708,2020-04-27,Tlalpan,44
709,2020-04-27,Tláhuac,27
710,2020-04-27,Venustiano Carranza,44
711,2020-04-27,Xochimilco,43
712,2020-04-27,Álvaro Obregón,54
713,2020-04-28,Azcapotzalco,59
714,2020-04-28,Benito Juárez,32
715,2020-04-28,Coyoacán,58
716,2020-04-28,Cuajimalpa de Morelos,90
717,2020-04-28,Cuauhtémoc,45
718,2020-04-28,Gustavo A. Madero,115
719,2020-04-28,Iztacalco,100
720,2020-04-28,Iztapalapa,129
721,2020-04-28,La Magdalena Contreras,13
722,2020-04-28,Miguel Hidalgo,25
723,2020-04-28,Milpa Alta,25
724,2020-04-28,Tlalpan,40
725,2020-04-28,Tláhuac,43
726,2020-04-28,Venustiano Carranza,45
727,2020-04-28,Xochimilco,43
728,2020-04-28,Álvaro Obregón,45
729,2020-04-29,Azcapotzalco,93
730,2020-04-29,Benito Juárez,35
731,2020-04-29,Coyoacán,49
732,2020-04-29,Cuajimalpa de Morelos,88
733,2020-04-29,Cuauhtémoc,35
734,2020-04-29,Gustavo A. Madero,115
735,2020-04-29,Iztacalco,88
736,2020-04-29,Iztapalapa,150
737,2020-04-29,La Magdalena Contreras,32
738,2020-04-29,Miguel Hidalgo,29
739,2020-04-29,Milpa Alta,27
740,2020-04-29,Tlalpan,61
741,2020-04-29,Tláhuac,29
742,2020-04-29,Venustiano Carranza,38
743,2020-04-29,Xochimilco,34
744,2020-04-29,Álvaro Obregón,38
745,2020-04-30,Azcapotzalco,76
746,2020-04-30,Benito Juárez,36
747,2020-04-30,Coyoacán,70
748,2020-04-30,Cuajimalpa de Morelos,114
749,2020-04-30,Cuauhtémoc,25
750,2020-04-30,Gustavo A. Madero,104
751,2020-04-30,Iztacalco,86
752,2020-04-30,Iztapalapa,144
753,2020-04-30,La Magdalena Contreras,27
754,2020-04-30,Miguel Hidalgo,22
755,2020-04-30,Milpa Alta,19
756,2020-04-30,Tlalpan,49
757,2020-04-30,Tláhuac,28
758,2020-04-30,Venustiano Carranza,48
759,2020-04-30,Xochimilco,48
760,2020-04-30,Álvaro Obregón,36
761,2020-05-01,Azcapotzalco,68
762,2020-05-01,Benito Juárez,17
763,2020-05-01,Coyoacán,28
764,2020-05-01,Cuajimalpa de Morelos,92
765,2020-05-01,Cuauhtémoc,24
766,2020-05-01,Gustavo A. Madero,85
767,2020-05-01,Iztacalco,78
768,2020-05-01,Iztapalapa,97
769,2020-05-01,La Magdalena Contreras,15
770,2020-05-01,Miguel Hidalgo,13
771,2020-05-01,Milpa Alta,10
772,2020-05-01,Tlalpan,40
773,2020-05-01,Tláhuac,18
774,2020-05-01,Venustiano Carranza,24
775,2020-05-01,Xochimilco,34
776,2020-05-01,Álvaro Obregón,33
777,2020-05-02,Azcapotzalco,60
778,2020-05-02,Benito Juárez,29
779,2020-05-02,Coyoacán,37
780,2020-05-02,Cuajimalpa de Morelos,79
781,2020-05-02,Cuauhtémoc,25
782,2020-05-02,Gustavo A. Madero,118
783,2020-05-02,Iztacalco,68
784,2020-05-02,Iztapalapa,94
785,2020-05-02,La Magdalena Contreras,11
786,2020-05-02,Miguel Hidalgo,20
787,2020-05-02,Milpa Alta,22
788,2020-05-02,Tlalpan,45
789,2020-05-02,Tláhuac,23
790,2020-05-02,Venustiano Carranza,23
791,2020-05-02,Xochimilco,33
792,2020-05-02,Álvaro Obregón,21
793,2020-05-03,Azcapotzalco,74
794,2020-05-03,Benito Juárez,30
795,2020-05-03,Coyoacán,33
796,2020-05-03,Cuajimalpa de Morelos,75
797,2020-05-03,Cuauhtémoc,20
798,2020-05-03,Gustavo A. Madero,62
799,2020-05-03,Iztacalco,55
800,2020-05-03,Iztapalapa,98
801,2020-05-03,La Magdalena Contreras,13
802,2020-05-03,Miguel Hidalgo,20
803,2020-05-03,Milpa Alta,16
804,2020-05-03,Tlalpan,37
805,2020-05-03,Tláhuac,30
806,2020-05-03,Venustiano Carranza,35
807,2020-05-03,Xochimilco,31
808,2020-05-03,Álvaro Obregón,19
809,2020-05-04,Azcapotzalco,121
810,2020-05-04,Benito Juárez,40
811,2020-05-04,Coyoacán,83
812,2020-05-04,Cuajimalpa de Morelos,129
813,2020-05-04,Cuauhtémoc,47
814,2020-05-04,Gustavo A. Madero,155
815,2020-05-04,Iztacalco,120
816,2020-05-04,Iztapalapa,155
817,2020-05-04,La Magdalena Contreras,28
818,2020-05-04,Miguel Hidalgo,30
819,2020-05-04,Milpa Alta,30
820,2020-05-04,Tlalpan,79
821,2020-05-04,Tláhuac,47
822,2020-05-04,Venustiano Carranza,82
823,2020-05-04,Xochimilco,89
824,2020-05-04,Álvaro Obregón,48
825,2020-05-05,Azcapotzalco,128
826,2020-05-05,Benito Juárez,38
827,2020-05-05,Coyoacán,61
828,2020-05-05,Cuajimalpa de Morelos,125
829,2020-05-05,Cuauhtémoc,44
830,2020-05-05,Gustavo A. Madero,121
831,2020-05-05,Iztacalco,67
832,2020-05-05,Iztapalapa,156
833,2020-05-05,La Magdalena Contreras,23
834,2020-05-05,Miguel Hidalgo,24
835,2020-05-05,Milpa Alta,23
836,2020-05-05,Tlalpan,75
837,2020-05-05,Tláhuac,40
838,2020-05-05,Venustiano Carranza,62
839,2020-05-05,Xochimilco,52
840,2020-05-05,Álvaro Obregón,46
841,2020-05-06,Azcapotzalco,114
842,2020-05-06,Benito Juárez,35
843,2020-05-06,Coyoacán,77
844,2020-05-06,Cuajimalpa de Morelos,130
845,2020-05-06,Cuauhtémoc,46
846,2020-05-06,Gustavo A. Madero,123
847,2020-05-06,Iztacalco,119
848,2020-05-06,Iztapalapa,174
849,2020-05-06,La Magdalena Contreras,22
850,2020-05-06,Miguel Hidalgo,32
851,2020-05-06,Milpa Alta,34
852,2020-05-06,Tlalpan,84
853,2020-05-06,Tláhuac,62
854,2020-05-06,Venustiano Carranza,77
855,2020-05-06,Xochimilco,59
856,2020-05-06,Álvaro Obregón,68
857,2020-05-07,Azcapotzalco,127
858,2020-05-07,Benito Juárez,35
859,2020-05-07,Coyoacán,87
860,2020-05-07,Cuajimalpa de Morelos,136
861,2020-05-07,Cuauhtémoc,57
862,2020-05-07,Gustavo A. Madero,145
863,2020-05-07,Iztacalco,100
864,2020-05-07,Iztapalapa,152
865,2020-05-07,La Magdalena Contreras,26
866,2020-05-07,Miguel Hidalgo,35
867,2020-05-07,Milpa Alta,30
868,2020-05-07,Tlalpan,87
869,2020-05-07,Tláhuac,36
870,2020-05-07,Venustiano Carranza,83
871,2020-05-07,Xochimilco,70
872,2020-05-07,Álvaro Obregón,53
873,2020-05-08,Azcapotzalco,146
874,2020-05-08,Benito Juárez,42
875,2020-05-08,Coyoacán,92
876,2020-05-08,Cuajimalpa de Morelos,104
877,2020-05-08,Cuauhtémoc,53
878,2020-05-08,Gustavo A. Madero,148
879,2020-05-08,Iztacalco,109
880,2020-05-08,Iztapalapa,221
881,2020-05-08,La Magdalena Contreras,36
882,2020-05-08,Miguel Hidalgo,35
883,2020-05-08,Milpa Alta,29
884,2020-05-08,Tlalpan,84
885,2020-05-08,Tláhuac,46
886,2020-05-08,Venustiano Carranza,70
887,2020-05-08,Xochimilco,87
888,2020-05-08,Álvaro Obregón,44
889,2020-05-09,Azcapotzalco,71
890,2020-05-09,Benito Juárez,43
891,2020-05-09,Coyoacán,38
892,2020-05-09,Cuajimalpa de Morelos,82
893,2020-05-09,Cuauhtémoc,31
894,2020-05-09,Gustavo A. Madero,76
895,2020-05-09,Iztacalco,68
896,2020-05-09,Iztapalapa,135
897,2020-05-09,La Magdalena Contreras,13
898,2020-05-09,Miguel Hidalgo,17
899,2020-05-09,Milpa Alta,19
900,2020-05-09,Tlalpan,34
901,2020-05-09,Tláhuac,31
902,2020-05-09,Venustiano Carranza,25
903,2020-05-09,Xochimilco,48
904,2020-05-09,Álvaro Obregón,36
905,2020-05-10,Azcapotzalco,84
906,2020-05-10,Benito Juárez,31
907,2020-05-10,Coyoacán,40
908,2020-05-10,Cuajimalpa de Morelos,63
909,2020-05-10,Cuauhtémoc,22
910,2020-05-10,Gustavo A. Madero,75
911,2020-05-10,Iztacalco,60
912,2020-05-10,Iztapalapa,94
913,2020-05-10,La Magdalena Contreras,21
914,2020-05-10,Miguel Hidalgo,16
915,2020-05-10,Milpa Alta,23
916,2020-05-10,Tlalpan,32
917,2020-05-10,Tláhuac,28
918,2020-05-10,Venustiano Carranza,33
919,2020-05-10,Xochimilco,54
920,2020-05-10,Álvaro Obregón,29
921,2020-05-11,Azcapotzalco,143
922,2020-05-11,Benito Juárez,68
923,2020-05-11,Coyoacán,95
924,2020-05-11,Cuajimalpa de Morelos,130
925,2020-05-11,Cuauhtémoc,84
926,2020-05-11,Gustavo A. Madero,162
927,2020-05-11,Iztacalco,122
928,2020-05-11,Iztapalapa,188
929,2020-05-11,La Magdalena Contreras,63
930,2020-05-11,Miguel Hidalgo,61
931,2020-05-11,Milpa Alta,28
932,2020-05-11,Tlalpan,77
933,2020-05-11,Tláhuac,63
934,2020-05-11,Venustiano Carranza,74
935,2020-05-11,Xochimilco,80
936,2020-05-11,Álvaro Obregón,61
937,2020-05-12,Azcapotzalco,160
938,2020-05-12,Benito Juárez,59
939,2020-05-12,Coyoacán,96
940,2020-05-12,Cuajimalpa de Morelos,99
941,2020-05-12,Cuauhtémoc,68
942,2020-05-12,Gustavo A. Madero,152
943,2020-05-12,Iztacalco,111
944,2020-05-12,Iztapalapa,185
945,2020-05-12,La Magdalena Contreras,32
946,2020-05-12,Miguel Hidalgo,52
947,2020-05-12,Milpa Alta,31
948,2020-05-12,Tlalpan,75
949,2020-05-12,Tláhuac,76
950,2020-05-12,Venustiano Carranza,91
951,2020-05-12,Xochimilco,72
952,2020-05-12,Álvaro Obregón,79
953,2020-05-13,Azcapotzalco,152
954,2020-05-13,Benito Juárez,46
955,2020-05-13,Coyoacán,77
956,2020-05-13,Cuajimalpa de Morelos,133
957,2020-05-13,Cuauhtémoc,76
958,2020-05-13,Gustavo A. Madero,175
959,2020-05-13,Iztacalco,121
960,2020-05-13,Iztapalapa,209
961,2020-05-13,La Magdalena Contreras,45
962,2020-05-13,Miguel Hidalgo,52
963,2020-05-13,Milpa Alta,38
964,2020-05-13,Tlalpan,86
965,2020-05-13,Tláhuac,56
966,2020-05-13,Venustiano Carranza,87
967,2020-05-13,Xochimilco,84
968,2020-05-13,Álvaro Obregón,70
969,2020-05-14,Azcapotzalco,154
970,2020-05-14,Benito Juárez,62
971,2020-05-14,Coyoacán,67
972,2020-05-14,Cuajimalpa de Morelos,138
973,2020-05-14,Cuauhtémoc,55
974,2020-05-14,Gustavo A. Madero,175
975,2020-05-14,Iztacalco,119
976,2020-05-14,Iztapalapa,191
977,2020-05-14,La Magdalena Contreras,62
978,2020-05-14,Miguel Hidalgo,38
979,2020-05-14,Milpa Alta,26
980,2020-05-14,Tlalpan,114
981,2020-05-14,Tláhuac,70
982,2020-05-14,Venustiano Carranza,74
983,2020-05-14,Xochimilco,75
984,2020-05-14,Álvaro Obregón,73
985,2020-05-15,Azcapotzalco,190
986,2020-05-15,Benito Juárez,64
987,2020-05-15,Coyoacán,90
988,2020-05-15,Cuajimalpa de Morelos,143
989,2020-05-15,Cuauhtémoc,75
990,2020-05-15,Gustavo A. Madero,172
991,2020-05-15,Iztacalco,160
992,2020-05-15,Iztapalapa,226
993,2020-05-15,La Magdalena Contreras,39
994,2020-05-15,Miguel Hidalgo,43
995,2020-05-15,Milpa Alta,41
996,2020-05-15,Tlalpan,101
997,2020-05-15,Tláhuac,77
998,2020-05-15,Venustiano Carranza,114
999,2020-05-15,Xochimilco,118
1000,2020-05-15,Álvaro Obregón,65
1001,2020-05-16,Azcapotzalco,91
1002,2020-05-16,Benito Juárez,48
1003,2020-05-16,Coyoacán,71
1004,2020-05-16,Cuajimalpa de Morelos,70
1005,2020-05-16,Cuauhtémoc,48
1006,2020-05-16,Gustavo A. Madero,80
1007,2020-05-16,Iztacalco,79
1008,2020-05-16,Iztapalapa,135
1009,2020-05-16,La Magdalena Contreras,18
1010,2020-05-16,Miguel Hidalgo,46
1011,2020-05-16,Milpa Alta,27
1012,2020-05-16,Tlalpan,54
1013,2020-05-16,Tláhuac,46
1014,2020-05-16,Venustiano Carranza,55
1015,2020-05-16,Xochimilco,82
1016,2020-05-16,Álvaro Obregón,44
1017,2020-05-17,Azcapotzalco,71
1018,2020-05-17,Benito Juárez,38
1019,2020-05-17,Coyoacán,33
1020,2020-05-17,Cuajimalpa de Morelos,80
1021,2020-05-17,Cuauhtémoc,39
1022,2020-05-17,Gustavo A. Madero,72
1023,2020-05-17,Iztacalco,67
1024,2020-05-17,Iztapalapa,81
1025,2020-05-17,La Magdalena Contreras,14
1026,2020-05-17,Miguel Hidalgo,30
1027,2020-05-17,Milpa Alta,19
1028,2020-05-17,Tlalpan,50
1029,2020-05-17,Tláhuac,40
1030,2020-05-17,Venustiano Carranza,41
1031,2020-05-17,Xochimilco,55
1032,2020-05-17,Álvaro Obregón,39
1033,2020-05-18,Azcapotzalco,243
1034,2020-05-18,Benito Juárez,77
1035,2020-05-18,Coyoacán,111
1036,2020-05-18,Cuajimalpa de Morelos,147
1037,2020-05-18,Cuauhtémoc,88
1038,2020-05-18,Gustavo A. Madero,216
1039,2020-05-18,Iztacalco,150
1040,2020-05-18,Iztapalapa,259
1041,2020-05-18,La Magdalena Contreras,48
1042,2020-05-18,Miguel Hidalgo,68
1043,2020-05-18,Milpa Alta,48
1044,2020-05-18,Tlalpan,121
1045,2020-05-18,Tláhuac,84
1046,2020-05-18,Venustiano Carranza,103
1047,2020-05-18,Xochimilco,121
1048,2020-05-18,Álvaro Obregón,95
1049,2020-05-19,Azcapotzalco,201
1050,2020-05-19,Benito Juárez,89
1051,2020-05-19,Coyoacán,98
1052,2020-05-19,Cuajimalpa de Morelos,139
1053,2020-05-19,Cuauhtémoc,70
1054,2020-05-19,Gustavo A. Madero,208
1055,2020-05-19,Iztacalco,138
1056,2020-05-19,Iztapalapa,254
1057,2020-05-19,La Magdalena Contreras,42
1058,2020-05-19,Miguel Hidalgo,64
1059,2020-05-19,Milpa Alta,67
1060,2020-05-19,Tlalpan,107
1061,2020-05-19,Tláhuac,76
1062,2020-05-19,Venustiano Carranza,113
1063,2020-05-19,Xochimilco,100
1064,2020-05-19,Álvaro Obregón,88
1065,2020-05-20,Azcapotzalco,230
1066,2020-05-20,Benito Juárez,69
1067,2020-05-20,Coyoacán,97
1068,2020-05-20,Cuajimalpa de Morelos,162
1069,2020-05-20,Cuauhtémoc,97
1070,2020-05-20,Gustavo A. Madero,224
1071,2020-05-20,Iztacalco,134
1072,2020-05-20,Iztapalapa,256
1073,2020-05-20,La Magdalena Contreras,40
1074,2020-05-20,Miguel Hidalgo,61
1075,2020-05-20,Milpa Alta,66
1076,2020-05-20,Tlalpan,114
1077,2020-05-20,Tláhuac,91
1078,2020-05-20,Venustiano Carranza,104
1079,2020-05-20,Xochimilco,106
1080,2020-05-20,Álvaro Obregón,82
1081,2020-05-21,Azcapotzalco,273
1082,2020-05-21,Benito Juárez,60
1083,2020-05-21,Coyoacán,88
1084,2020-05-21,Cuajimalpa de Morelos,145
1085,2020-05-21,Cuauhtémoc,61
1086,2020-05-21,Gustavo A. Madero,182
1087,2020-05-21,Iztacalco,136
1088,2020-05-21,Iztapalapa,235
1089,2020-05-21,La Magdalena Contreras,63
1090,2020-05-21,Miguel Hidalgo,54
1091,2020-05-21,Milpa Alta,66
1092,2020-05-21,Tlalpan,100
1093,2020-05-21,Tláhuac,100
1094,2020-05-21,Venustiano Carranza,105
1095,2020-05-21,Xochimilco,101
1096,2020-05-21,Álvaro Obregón,88
1097,2020-05-22,Azcapotzalco,230
1098,2020-05-22,Benito Juárez,83
1099,2020-05-22,Coyoacán,104
1100,2020-05-22,Cuajimalpa de Morelos,139
1101,2020-05-22,Cuauhtémoc,102
1102,2020-05-22,Gustavo A. Madero,167
1103,2020-05-22,Iztacalco,151
1104,2020-05-22,Iztapalapa,211
1105,2020-05-22,La Magdalena Contreras,36
1106,2020-05-22,Miguel Hidalgo,55
1107,2020-05-22,Milpa Alta,50
1108,2020-05-22,Tlalpan,123
1109,2020-05-22,Tláhuac,69
1110,2020-05-22,Venustiano Carranza,101
1111,2020-05-22,Xochimilco,135
1112,2020-05-22,Álvaro Obregón,70
1113,2020-05-23,Azcapotzalco,89
1114,2020-05-23,Benito Juárez,53
1115,2020-05-23,Coyoacán,53
1116,2020-05-23,Cuajimalpa de Morelos,72
1117,2020-05-23,Cuauhtémoc,36
1118,2020-05-23,Gustavo A. Madero,88
1119,2020-05-23,Iztacalco,75
1120,2020-05-23,Iztapalapa,121
1121,2020-05-23,La Magdalena Contreras,28
1122,2020-05-23,Miguel Hidalgo,34
1123,2020-05-23,Milpa Alta,38
1124,2020-05-23,Tlalpan,47
1125,2020-05-23,Tláhuac,46
1126,2020-05-23,Venustiano Carranza,53
1127,2020-05-23,Xochimilco,55
1128,2020-05-23,Álvaro Obregón,68
1129,2020-05-24,Azcapotzalco,106
1130,2020-05-24,Benito Juárez,38
1131,2020-05-24,Coyoacán,46
1132,2020-05-24,Cuajimalpa de Morelos,75
1133,2020-05-24,Cuauhtémoc,38
1134,2020-05-24,Gustavo A. Madero,87
1135,2020-05-24,Iztacalco,72
1136,2020-05-24,Iztapalapa,94
1137,2020-05-24,La Magdalena Contreras,9
1138,2020-05-24,Miguel Hidalgo,26
1139,2020-05-24,Milpa Alta,17
1140,2020-05-24,Tlalpan,64
1141,2020-05-24,Tláhuac,20
1142,2020-05-24,Venustiano Carranza,31
1143,2020-05-24,Xochimilco,53
1144,2020-05-24,Álvaro Obregón,42
1145,2020-05-25,Azcapotzalco,204
1146,2020-05-25,Benito Juárez,85
1147,2020-05-25,Coyoacán,121
1148,2020-05-25,Cuajimalpa de Morelos,154
1149,2020-05-25,Cuauhtémoc,106
1150,2020-05-25,Gustavo A. Madero,218
1151,2020-05-25,Iztacalco,133
1152,2020-05-25,Iztapalapa,215
1153,2020-05-25,La Magdalena Contreras,55
1154,2020-05-25,Miguel Hidalgo,72
1155,2020-05-25,Milpa Alta,73
1156,2020-05-25,Tlalpan,147
1157,2020-05-25,Tláhuac,99
1158,2020-05-25,Venustiano Carranza,114
1159,2020-05-25,Xochimilco,127
1160,2020-05-25,Álvaro Obregón,115
1161,2020-05-26,Azcapotzalco,199
1162,2020-05-26,Benito Juárez,80
1163,2020-05-26,Coyoacán,125
1164,2020-05-26,Cuajimalpa de Morelos,180
1165,2020-05-26,Cuauhtémoc,82
1166,2020-05-26,Gustavo A. Madero,190
1167,2020-05-26,Iztacalco,162
1168,2020-05-26,Iztapalapa,217
1169,2020-05-26,La Magdalena Contreras,51
1170,2020-05-26,Miguel Hidalgo,54
1171,2020-05-26,Milpa Alta,68
1172,2020-05-26,Tlalpan,158
1173,2020-05-26,Tláhuac,91
1174,2020-05-26,Venustiano Carranza,112
1175,2020-05-26,Xochimilco,112
1176,2020-05-26,Álvaro Obregón,102
1177,2020-05-27,Azcapotzalco,227
1178,2020-05-27,Benito Juárez,86
1179,2020-05-27,Coyoacán,113
1180,2020-05-27,Cuajimalpa de Morelos,199
1181,2020-05-27,Cuauhtémoc,73
1182,2020-05-27,Gustavo A. Madero,187
1183,2020-05-27,Iztacalco,127
1184,2020-05-27,Iztapalapa,211
1185,2020-05-27,La Magdalena Contreras,59
1186,2020-05-27,Miguel Hidalgo,49
1187,2020-05-27,Milpa Alta,64
1188,2020-05-27,Tlalpan,167
1189,2020-05-27,Tláhuac,113
1190,2020-05-27,Venustiano Carranza,135
1191,2020-05-27,Xochimilco,131
1192,2020-05-27,Álvaro Obregón,87
1193,2020-05-28,Azcapotzalco,195
1194,2020-05-28,Benito Juárez,64
1195,2020-05-28,Coyoacán,104
1196,2020-05-28,Cuajimalpa de Morelos,176
1197,2020-05-28,Cuauhtémoc,101
1198,2020-05-28,Gustavo A. Madero,188
1199,2020-05-28,Iztacalco,130
1200,2020-05-28,Iztapalapa,189
1201,2020-05-28,La Magdalena Contreras,60
1202,2020-05-28,Miguel Hidalgo,46
1203,2020-05-28,Milpa Alta,54
1204,2020-05-28,Tlalpan,142
1205,2020-05-28,Tláhuac,78
1206,2020-05-28,Venustiano Carranza,100
1207,2020-05-28,Xochimilco,102
1208,2020-05-28,Álvaro Obregón,104
1209,2020-05-29,Azcapotzalco,192
1210,2020-05-29,Benito Juárez,77
1211,2020-05-29,Coyoacán,105
1212,2020-05-29,Cuajimalpa de Morelos,143
1213,2020-05-29,Cuauhtémoc,93
1214,2020-05-29,Gustavo A. Madero,186
1215,2020-05-29,Iztacalco,134
1216,2020-05-29,Iztapalapa,212
1217,2020-05-29,La Magdalena Contreras,36
1218,2020-05-29,Miguel Hidalgo,62
1219,2020-05-29,Milpa Alta,59
1220,2020-05-29,Tlalpan,141
1221,2020-05-29,Tláhuac,67
1222,2020-05-29,Venustiano Carranza,122
1223,2020-05-29,Xochimilco,132
1224,2020-05-29,Álvaro Obregón,112
1225,2020-05-30,Azcapotzalco,125
1226,2020-05-30,Benito Juárez,53
1227,2020-05-30,Coyoacán,58
1228,2020-05-30,Cuajimalpa de Morelos,111
1229,2020-05-30,Cuauhtémoc,36
1230,2020-05-30,Gustavo A. Madero,107
1231,2020-05-30,Iztacalco,109
1232,2020-05-30,Iztapalapa,134
1233,2020-05-30,La Magdalena Contreras,28
1234,2020-05-30,Miguel Hidalgo,45
1235,2020-05-30,Milpa Alta,34
1236,2020-05-30,Tlalpan,65
1237,2020-05-30,Tláhuac,79
1238,2020-05-30,Venustiano Carranza,66
1239,2020-05-30,Xochimilco,62
1240,2020-05-30,Álvaro Obregón,67
1241,2020-05-31,Azcapotzalco,97
1242,2020-05-31,Benito Juárez,40
1243,2020-05-31,Coyoacán,32
1244,2020-05-31,Cuajimalpa de Morelos,87
1245,2020-05-31,Cuauhtémoc,46
1246,2020-05-31,Gustavo A. Madero,76
1247,2020-05-31,Iztacalco,64
1248,2020-05-31,Iztapalapa,125
1249,2020-05-31,La Magdalena Contreras,14
1250,2020-05-31,Miguel Hidalgo,19
1251,2020-05-31,Milpa Alta,39
1252,2020-05-31,Tlalpan,51
1253,2020-05-31,Tláhuac,44
1254,2020-05-31,Venustiano Carranza,41
1255,2020-05-31,Xochimilco,54
1256,2020-05-31,Álvaro Obregón,43
1257,2020-06-01,Azcapotzalco,247
1258,2020-06-01,Benito Juárez,94
1259,2020-06-01,Coyoacán,124
1260,2020-06-01,Cuajimalpa de Morelos,172
1261,2020-06-01,Cuauhtémoc,136
1262,2020-06-01,Gustavo A. Madero,238
1263,2020-06-01,Iztacalco,180
1264,2020-06-01,Iztapalapa,263
1265,2020-06-01,La Magdalena Contreras,61
1266,2020-06-01,Miguel Hidalgo,50
1267,2020-06-01,Milpa Alta,101
1268,2020-06-01,Tlalpan,127
1269,2020-06-01,Tláhuac,102
1270,2020-06-01,Venustiano Carranza,114
1271,2020-06-01,Xochimilco,154
1272,2020-06-01,Álvaro Obregón,115
1273,2020-06-02,Azcapotzalco,244
1274,2020-06-02,Benito Juárez,74
1275,2020-06-02,Coyoacán,109
1276,2020-06-02,Cuajimalpa de Morelos,159
1277,2020-06-02,Cuauhtémoc,98
1278,2020-06-02,Gustavo A. Madero,234
1279,2020-06-02,Iztacalco,124
1280,2020-06-02,Iztapalapa,233
1281,2020-06-02,La Magdalena Contreras,48
1282,2020-06-02,Miguel Hidalgo,50
1283,2020-06-02,Milpa Alta,84
1284,2020-06-02,Tlalpan,118
1285,2020-06-02,Tláhuac,87
1286,2020-06-02,Venustiano Carranza,138
1287,2020-06-02,Xochimilco,102
1288,2020-06-02,Álvaro Obregón,114
1289,2020-06-03,Azcapotzalco,220
1290,2020-06-03,Benito Juárez,75
1291,2020-06-03,Coyoacán,101
1292,2020-06-03,Cuajimalpa de Morelos,136
1293,2020-06-03,Cuauhtémoc,90
1294,2020-06-03,Gustavo A. Madero,245
1295,2020-06-03,Iztacalco,167
1296,2020-06-03,Iztapalapa,214
1297,2020-06-03,La Magdalena Contreras,50
1298,2020-06-03,Miguel Hidalgo,71
1299,2020-06-03,Milpa Alta,69
1300,2020-06-03,Tlalpan,143
1301,2020-06-03,Tláhuac,137
1302,2020-06-03,Venustiano Carranza,101
1303,2020-06-03,Xochimilco,110
1304,2020-06-03,Álvaro Obregón,111
1305,2020-06-04,Azcapotzalco,264
1306,2020-06-04,Benito Juárez,82
1307,2020-06-04,Coyoacán,111
1308,2020-06-04,Cuajimalpa de Morelos,147
1309,2020-06-04,Cuauhtémoc,82
1310,2020-06-04,Gustavo A. Madero,208
1311,2020-06-04,Iztacalco,150
1312,2020-06-04,Iztapalapa,226
1313,2020-06-04,La Magdalena Contreras,58
1314,2020-06-04,Miguel Hidalgo,46
1315,2020-06-04,Milpa Alta,54
1316,2020-06-04,Tlalpan,132
1317,2020-06-04,Tláhuac,109
1318,2020-06-04,Venustiano Carranza,122
1319,2020-06-04,Xochimilco,148
1320,2020-06-04,Álvaro Obregón,112
1321,2020-06-05,Azcapotzalco,238
1322,2020-06-05,Benito Juárez,90
1323,2020-06-05,Coyoacán,135
1324,2020-06-05,Cuajimalpa de Morelos,168
1325,2020-06-05,Cuauhtémoc,93
1326,2020-06-05,Gustavo A. Madero,208
1327,2020-06-05,Iztacalco,151
1328,2020-06-05,Iztapalapa,234
1329,2020-06-05,La Magdalena Contreras,41
1330,2020-06-05,Miguel Hidalgo,62
1331,2020-06-05,Milpa Alta,80
1332,2020-06-05,Tlalpan,165
1333,2020-06-05,Tláhuac,151
1334,2020-06-05,Venustiano Carranza,132
1335,2020-06-05,Xochimilco,132
1336,2020-06-05,Álvaro Obregón,85
1337,2020-06-06,Azcapotzalco,136
1338,2020-06-06,Benito Juárez,43
1339,2020-06-06,Coyoacán,91
1340,2020-06-06,Cuajimalpa de Morelos,115
1341,2020-06-06,Cuauhtémoc,41
1342,2020-06-06,Gustavo A. Madero,88
1343,2020-06-06,Iztacalco,119
1344,2020-06-06,Iztapalapa,124
1345,2020-06-06,La Magdalena Contreras,28
1346,2020-06-06,Miguel Hidalgo,35
1347,2020-06-06,Milpa Alta,33
1348,2020-06-06,Tlalpan,84
1349,2020-06-06,Tláhuac,85
1350,2020-06-06,Venustiano Carranza,63
1351,2020-06-06,Xochimilco,101
1352,2020-06-06,Álvaro Obregón,79
1353,2020-06-07,Azcapotzalco,102
1354,2020-06-07,Benito Juárez,51
1355,2020-06-07,Coyoacán,38
1356,2020-06-07,Cuajimalpa de Morelos,120
1357,2020-06-07,Cuauhtémoc,33
1358,2020-06-07,Gustavo A. Madero,86
1359,2020-06-07,Iztacalco,72
1360,2020-06-07,Iztapalapa,107
1361,2020-06-07,La Magdalena Contreras,18
1362,2020-06-07,Miguel Hidalgo,34
