,FECHA,MUNICIPIO RESIDENCIA,ACUMULADO,CASOS
339,2020-03-16,Cuauhtémoc,2.0,0.0
340,2020-03-16,Miguel Hidalgo,48.0,12.0
341,2020-03-16,Gustavo A. Madero,13.0,3.0
342,2020-03-16,Xochimilco,3.0,1.0
343,2020-03-16,Álvaro Obregón,20.0,8.0
344,2020-03-16,Venustiano Carranza,3.0,1.0
345,2020-03-16,La Magdalena Contreras,4.0,0.0
346,2020-03-16,Milpa Alta,0.0,0.0
347,2020-03-16,Cuajimalpa de Morelos,24.0,3.0
348,2020-03-16,Coyoacán,6.0,1.0
349,2020-03-16,Benito Juárez,12.0,1.0
350,2020-03-16,Azcapotzalco,4.0,2.0
351,2020-03-16,Iztacalco,3.0,0.0
352,2020-03-17,Miguel Hidalgo,56.0,8.0
353,2020-03-17,Cuauhtémoc,5.0,3.0
354,2020-03-17,Tláhuac,1.0,1.0
355,2020-03-17,Gustavo A. Madero,16.0,3.0
356,2020-03-17,Xochimilco,4.0,1.0
357,2020-03-17,Azcapotzalco,5.0,1.0
358,2020-03-17,Venustiano Carranza,3.0,0.0
359,2020-03-17,La Magdalena Contreras,8.0,4.0
360,2020-03-17,Milpa Alta,0.0,0.0
361,2020-03-17,Iztacalco,5.0,2.0
362,2020-03-17,Cuajimalpa de Morelos,38.0,14.0
363,2020-03-17,Coyoacán,7.0,1.0
364,2020-03-17,Benito Juárez,16.0,4.0
365,2020-03-17,Iztapalapa,5.0,2.0
366,2020-03-17,Tlalpan,13.0,2.0
367,2020-03-17,Álvaro Obregón,22.0,2.0
368,2020-03-18,Azcapotzalco,9.0,4.0
369,2020-03-18,Cuauhtémoc,8.0,3.0
370,2020-03-18,Gustavo A. Madero,20.0,4.0
371,2020-03-18,Xochimilco,4.0,0.0
372,2020-03-18,Álvaro Obregón,27.0,5.0
373,2020-03-18,Tlalpan,13.0,0.0
374,2020-03-18,Iztapalapa,8.0,3.0
375,2020-03-18,Benito Juárez,18.0,2.0
376,2020-03-18,Coyoacán,8.0,1.0
377,2020-03-18,Cuajimalpa de Morelos,45.0,7.0
378,2020-03-18,Iztacalco,6.0,1.0
379,2020-03-18,Milpa Alta,0.0,0.0
380,2020-03-18,La Magdalena Contreras,10.0,2.0
381,2020-03-18,Tláhuac,3.0,2.0
382,2020-03-18,Venustiano Carranza,4.0,1.0
383,2020-03-18,Miguel Hidalgo,68.0,12.0
384,2020-03-19,Milpa Alta,1.0,1.0
385,2020-03-19,Cuauhtémoc,9.0,1.0
386,2020-03-19,Tláhuac,4.0,1.0
387,2020-03-19,Miguel Hidalgo,84.0,16.0
388,2020-03-19,Gustavo A. Madero,28.0,8.0
389,2020-03-19,Xochimilco,7.0,3.0
390,2020-03-19,Azcapotzalco,11.0,2.0
391,2020-03-19,Venustiano Carranza,8.0,4.0
392,2020-03-19,La Magdalena Contreras,11.0,1.0
393,2020-03-19,Iztacalco,6.0,0.0
394,2020-03-19,Cuajimalpa de Morelos,54.0,9.0
395,2020-03-19,Coyoacán,11.0,3.0
396,2020-03-19,Iztapalapa,9.0,1.0
397,2020-03-19,Tlalpan,18.0,5.0
398,2020-03-19,Álvaro Obregón,31.0,4.0
399,2020-03-19,Benito Juárez,20.0,2.0
400,2020-03-20,Miguel Hidalgo,87.0,3.0
401,2020-03-20,Álvaro Obregón,36.0,5.0
402,2020-03-20,Tlalpan,19.0,1.0
403,2020-03-20,Tláhuac,5.0,1.0
404,2020-03-20,Iztapalapa,11.0,2.0
405,2020-03-20,Benito Juárez,21.0,1.0
406,2020-03-20,Cuauhtémoc,10.0,1.0
407,2020-03-20,Cuajimalpa de Morelos,64.0,10.0
408,2020-03-20,Iztacalco,8.0,2.0
409,2020-03-20,Coyoacán,13.0,2.0
410,2020-03-20,La Magdalena Contreras,13.0,2.0
411,2020-03-20,Venustiano Carranza,9.0,1.0
412,2020-03-20,Azcapotzalco,13.0,2.0
413,2020-03-20,Xochimilco,8.0,1.0
414,2020-03-20,Gustavo A. Madero,31.0,3.0
415,2020-03-20,Milpa Alta,1.0,0.0
416,2020-03-21,Xochimilco,11.0,3.0
417,2020-03-21,Iztacalco,8.0,0.0
418,2020-03-21,Azcapotzalco,15.0,2.0
419,2020-03-21,Venustiano Carranza,10.0,1.0
420,2020-03-21,La Magdalena Contreras,14.0,1.0
421,2020-03-21,Milpa Alta,1.0,0.0
422,2020-03-21,Tláhuac,5.0,0.0
423,2020-03-21,Cuauhtémoc,14.0,4.0
424,2020-03-21,Coyoacán,14.0,1.0
425,2020-03-21,Benito Juárez,23.0,2.0
426,2020-03-21,Iztapalapa,13.0,2.0
427,2020-03-21,Tlalpan,19.0,0.0
428,2020-03-21,Álvaro Obregón,38.0,2.0
429,2020-03-21,Gustavo A. Madero,34.0,3.0
430,2020-03-21,Cuajimalpa de Morelos,65.0,1.0
431,2020-03-21,Miguel Hidalgo,88.0,1.0
432,2020-03-22,La Magdalena Contreras,16.0,2.0
433,2020-03-22,Cuauhtémoc,14.0,0.0
434,2020-03-22,Tláhuac,5.0,0.0
435,2020-03-22,Álvaro Obregón,40.0,2.0
436,2020-03-22,Tlalpan,21.0,2.0
437,2020-03-22,Iztapalapa,14.0,1.0
438,2020-03-22,Coyoacán,15.0,1.0
439,2020-03-22,Cuajimalpa de Morelos,65.0,0.0
440,2020-03-22,Benito Juárez,23.0,0.0
441,2020-03-22,Milpa Alta,2.0,1.0
442,2020-03-22,Venustiano Carranza,12.0,2.0
443,2020-03-22,Azcapotzalco,18.0,3.0
444,2020-03-22,Xochimilco,12.0,1.0
445,2020-03-22,Gustavo A. Madero,37.0,3.0
446,2020-03-22,Miguel Hidalgo,89.0,1.0
447,2020-03-22,Iztacalco,10.0,2.0
448,2020-03-23,Iztacalco,12.0,2.0
449,2020-03-23,Iztapalapa,22.0,8.0
450,2020-03-23,Benito Juárez,25.0,2.0
451,2020-03-23,Coyoacán,17.0,2.0
452,2020-03-23,Cuajimalpa de Morelos,69.0,4.0
453,2020-03-23,Milpa Alta,2.0,0.0
454,2020-03-23,Tláhuac,6.0,1.0
455,2020-03-23,Venustiano Carranza,17.0,5.0
456,2020-03-23,Azcapotzalco,28.0,10.0
457,2020-03-23,Xochimilco,17.0,5.0
458,2020-03-23,Gustavo A. Madero,45.0,8.0
459,2020-03-23,Miguel Hidalgo,93.0,4.0
460,2020-03-23,Cuauhtémoc,17.0,3.0
461,2020-03-23,La Magdalena Contreras,20.0,4.0
462,2020-03-23,Álvaro Obregón,41.0,1.0
463,2020-03-23,Tlalpan,24.0,3.0
464,2020-03-24,Azcapotzalco,36.0,8.0
465,2020-03-24,Gustavo A. Madero,53.0,8.0
466,2020-03-24,Venustiano Carranza,19.0,2.0
467,2020-03-24,Tláhuac,6.0,0.0
468,2020-03-24,Xochimilco,20.0,3.0
469,2020-03-24,Álvaro Obregón,43.0,2.0
470,2020-03-24,Tlalpan,27.0,3.0
471,2020-03-24,Iztapalapa,31.0,9.0
472,2020-03-24,Miguel Hidalgo,97.0,4.0
473,2020-03-24,Cuauhtémoc,19.0,2.0
474,2020-03-24,Coyoacán,17.0,0.0
475,2020-03-24,La Magdalena Contreras,30.0,10.0
476,2020-03-24,Cuajimalpa de Morelos,90.0,21.0
477,2020-03-24,Iztacalco,18.0,6.0
478,2020-03-24,Benito Juárez,30.0,5.0
479,2020-03-24,Milpa Alta,2.0,0.0
480,2020-03-25,Álvaro Obregón,46.0,3.0
481,2020-03-25,Tlalpan,31.0,4.0
482,2020-03-25,Iztapalapa,34.0,3.0
