date,name,value
1966-01-01,La Magdalena Contreras,15
1966-01-01,Miguel Hidalgo,13
1966-01-01,Milpa Alta,10
1966-01-01,Tlalpan,40
1966-01-01,Tlahuac,18
1966-01-01,Venustiano Carranza,24
1966-01-01,Xochimilco,34
1966-01-01,Alvaro Obregon,33
1967-01-01,Azcapotzalco,60
1967-01-01,Benito Juarez,29
1967-01-01,Coyoacan,37
1967-01-01,Cuajimalpa de Morelos,79
1967-01-01,Cuauhtemoc,25
1967-01-01,Gustavo A. Madero,118
1967-01-01,Iztacalco,68
1967-01-01,Iztapalapa,94
1967-01-01,La Magdalena Contreras,11
1967-01-01,Miguel Hidalgo,20
1967-01-01,Milpa Alta,22
1967-01-01,Tlalpan,45
1967-01-01,Tlahuac,23
1967-01-01,Venustiano Carranza,23
1967-01-01,Xochimilco,33
1967-01-01,Alvaro Obregon,21
1968-01-01,Azcapotzalco,74
1968-01-01,Benito Juarez,30
1968-01-01,Coyoacan,33
1968-01-01,Cuajimalpa de Morelos,75
1968-01-01,Cuauhtemoc,20
1968-01-01,Gustavo A. Madero,62
1968-01-01,Iztacalco,55
1968-01-01,Iztapalapa,98
1968-01-01,La Magdalena Contreras,13
1968-01-01,Miguel Hidalgo,20
1968-01-01,Milpa Alta,16
1968-01-01,Tlalpan,37
1968-01-01,Tlahuac,30
1968-01-01,Venustiano Carranza,35
1968-01-01,Xochimilco,31
1968-01-01,Alvaro Obregon,19
1969-01-01,Azcapotzalco,121
1969-01-01,Benito Juarez,40
1969-01-01,Coyoacan,83
1969-01-01,Cuajimalpa de Morelos,129
1969-01-01,Cuauhtemoc,47
1969-01-01,Gustavo A. Madero,155
1969-01-01,Iztacalco,120
1969-01-01,Iztapalapa,155
1969-01-01,La Magdalena Contreras,28
1969-01-01,Miguel Hidalgo,30
1969-01-01,Milpa Alta,30
1969-01-01,Tlalpan,79
1969-01-01,Tlahuac,47
1969-01-01,Venustiano Carranza,82
1969-01-01,Xochimilco,89
1969-01-01,Alvaro Obregon,48
1970-01-01,Azcapotzalco,128
1970-01-01,Benito Juarez,38
1970-01-01,Coyoacan,61
1970-01-01,Cuajimalpa de Morelos,125
1970-01-01,Cuauhtemoc,44
1970-01-01,Gustavo A. Madero,121
1970-01-01,Iztacalco,67
1970-01-01,Iztapalapa,156
1970-01-01,La Magdalena Contreras,23
1970-01-01,Miguel Hidalgo,24
1970-01-01,Milpa Alta,23
1970-01-01,Tlalpan,75
1970-01-01,Tlahuac,40
1970-01-01,Venustiano Carranza,62
1970-01-01,Xochimilco,52
1970-01-01,Alvaro Obregon,46
1971-01-01,Azcapotzalco,114
1971-01-01,Benito Juarez,35
1971-01-01,Coyoacan,77
1971-01-01,Cuajimalpa de Morelos,130
1971-01-01,Cuauhtemoc,46
1971-01-01,Gustavo A. Madero,123
1971-01-01,Iztacalco,119
1971-01-01,Iztapalapa,174
1971-01-01,La Magdalena Contreras,22
1971-01-01,Miguel Hidalgo,32
1971-01-01,Milpa Alta,34
1971-01-01,Tlalpan,84
1971-01-01,Tlahuac,62
1971-01-01,Venustiano Carranza,77
1971-01-01,Xochimilco,59
1971-01-01,Alvaro Obregon,68
1972-01-01,Azcapotzalco,127
1972-01-01,Benito Juarez,35
1972-01-01,Coyoacan,87
1972-01-01,Cuajimalpa de Morelos,136
1972-01-01,Cuauhtemoc,57
1972-01-01,Gustavo A. Madero,145
1972-01-01,Iztacalco,100
1972-01-01,Iztapalapa,152
1972-01-01,La Magdalena Contreras,26
1972-01-01,Miguel Hidalgo,35
1972-01-01,Milpa Alta,30
1972-01-01,Tlalpan,87
1972-01-01,Tlahuac,36
1972-01-01,Venustiano Carranza,83
1972-01-01,Xochimilco,70
1972-01-01,Alvaro Obregon,53
1973-01-01,Azcapotzalco,146
1973-01-01,Benito Juarez,42
1973-01-01,Coyoacan,92
1973-01-01,Cuajimalpa de Morelos,104
1973-01-01,Cuauhtemoc,53
1973-01-01,Gustavo A. Madero,148
1973-01-01,Iztacalco,109
1973-01-01,Iztapalapa,221
1973-01-01,La Magdalena Contreras,36
1973-01-01,Miguel Hidalgo,35
1973-01-01,Milpa Alta,29
1973-01-01,Tlalpan,84
1973-01-01,Tlahuac,46
1973-01-01,Venustiano Carranza,70
1973-01-01,Xochimilco,87
1973-01-01,Alvaro Obregon,44
1974-01-01,Azcapotzalco,71
1974-01-01,Benito Juarez,43
1974-01-01,Coyoacan,38
1974-01-01,Cuajimalpa de Morelos,82
1974-01-01,Cuauhtemoc,31
1974-01-01,Gustavo A. Madero,76
1974-01-01,Iztacalco,68
1974-01-01,Iztapalapa,135
1974-01-01,La Magdalena Contreras,13
1974-01-01,Miguel Hidalgo,17
1974-01-01,Milpa Alta,19
1974-01-01,Tlalpan,34
1974-01-01,Tlahuac,31
1974-01-01,Venustiano Carranza,25
1974-01-01,Xochimilco,48
1974-01-01,Alvaro Obregon,36
1975-01-01,Azcapotzalco,84
1975-01-01,Benito Juarez,31
1975-01-01,Coyoacan,40
1975-01-01,Cuajimalpa de Morelos,63
1975-01-01,Cuauhtemoc,22
1975-01-01,Gustavo A. Madero,75
1975-01-01,Iztacalco,60
1975-01-01,Iztapalapa,94
1975-01-01,La Magdalena Contreras,21
1975-01-01,Miguel Hidalgo,16
1975-01-01,Milpa Alta,23
1975-01-01,Tlalpan,32
1975-01-01,Tlahuac,28
1975-01-01,Venustiano Carranza,33
1975-01-01,Xochimilco,54
1975-01-01,Alvaro Obregon,29
1976-01-01,Azcapotzalco,143
1976-01-01,Benito Juarez,68
1976-01-01,Coyoacan,95
1976-01-01,Cuajimalpa de Morelos,130
1976-01-01,Cuauhtemoc,84
1976-01-01,Gustavo A. Madero,162
1976-01-01,Iztacalco,122
1976-01-01,Iztapalapa,188
1976-01-01,La Magdalena Contreras,63
1976-01-01,Miguel Hidalgo,61
1976-01-01,Milpa Alta,28
1976-01-01,Tlalpan,77
1976-01-01,Tlahuac,63
1976-01-01,Venustiano Carranza,74
1976-01-01,Xochimilco,80
1976-01-01,Alvaro Obregon,61
1977-01-01,Azcapotzalco,160
1977-01-01,Benito Juarez,59
1977-01-01,Coyoacan,96
1977-01-01,Cuajimalpa de Morelos,99
1977-01-01,Cuauhtemoc,68
1977-01-01,Gustavo A. Madero,152
1977-01-01,Iztacalco,111
1977-01-01,Iztapalapa,185
1977-01-01,La Magdalena Contreras,32
1977-01-01,Miguel Hidalgo,52
1977-01-01,Milpa Alta,31
1977-01-01,Tlalpan,75
1977-01-01,Tlahuac,76
1977-01-01,Venustiano Carranza,91
1977-01-01,Xochimilco,72
1977-01-01,Alvaro Obregon,79
1978-01-01,Azcapotzalco,152
1978-01-01,Benito Juarez,46
1978-01-01,Coyoacan,77
1978-01-01,Cuajimalpa de Morelos,133
1978-01-01,Cuauhtemoc,76
1978-01-01,Gustavo A. Madero,175
1978-01-01,Iztacalco,121
1978-01-01,Iztapalapa,209
1978-01-01,La Magdalena Contreras,45
1978-01-01,Miguel Hidalgo,52
1978-01-01,Milpa Alta,38
1978-01-01,Tlalpan,86
1978-01-01,Tlahuac,56
1978-01-01,Venustiano Carranza,87
1978-01-01,Xochimilco,84
1978-01-01,Alvaro Obregon,70
1979-01-01,Azcapotzalco,154
1979-01-01,Benito Juarez,62
1979-01-01,Coyoacan,67
1979-01-01,Cuajimalpa de Morelos,138
1979-01-01,Cuauhtemoc,55
1979-01-01,Gustavo A. Madero,175
1979-01-01,Iztacalco,119
1979-01-01,Iztapalapa,191
1979-01-01,La Magdalena Contreras,62
1979-01-01,Miguel Hidalgo,38
1979-01-01,Milpa Alta,26
1979-01-01,Tlalpan,114
1979-01-01,Tlahuac,70
1979-01-01,Venustiano Carranza,74
1979-01-01,Xochimilco,75
1979-01-01,Alvaro Obregon,73
1980-01-01,Azcapotzalco,190
1980-01-01,Benito Juarez,64
1980-01-01,Coyoacan,90
1980-01-01,Cuajimalpa de Morelos,143
1980-01-01,Cuauhtemoc,75
1980-01-01,Gustavo A. Madero,172
1980-01-01,Iztacalco,160
1980-01-01,Iztapalapa,226
1980-01-01,La Magdalena Contreras,39
1980-01-01,Miguel Hidalgo,43
1980-01-01,Milpa Alta,41
1980-01-01,Tlalpan,101
1980-01-01,Tlahuac,77
1980-01-01,Venustiano Carranza,114
1980-01-01,Xochimilco,118
1980-01-01,Alvaro Obregon,65
1981-01-01,Azcapotzalco,91
1981-01-01,Benito Juarez,48
1981-01-01,Coyoacan,71
1981-01-01,Cuajimalpa de Morelos,70
1981-01-01,Cuauhtemoc,48
1981-01-01,Gustavo A. Madero,80
1981-01-01,Iztacalco,79
1981-01-01,Iztapalapa,135
1981-01-01,La Magdalena Contreras,18
1981-01-01,Miguel Hidalgo,46
1981-01-01,Milpa Alta,27
1981-01-01,Tlalpan,54
1981-01-01,Tlahuac,46
1981-01-01,Venustiano Carranza,55
1981-01-01,Xochimilco,82
1981-01-01,Alvaro Obregon,44
1982-01-01,Azcapotzalco,71
1982-01-01,Benito Juarez,38
1982-01-01,Coyoacan,33
1982-01-01,Cuajimalpa de Morelos,80
1982-01-01,Cuauhtemoc,39
1982-01-01,Gustavo A. Madero,72
1982-01-01,Iztacalco,67
1982-01-01,Iztapalapa,81
1982-01-01,La Magdalena Contreras,14
1982-01-01,Miguel Hidalgo,30
1982-01-01,Milpa Alta,19
1982-01-01,Tlalpan,50
1982-01-01,Tlahuac,40
1982-01-01,Venustiano Carranza,41
1982-01-01,Xochimilco,55
1982-01-01,Alvaro Obregon,39
1983-01-01,Azcapotzalco,243
1983-01-01,Benito Juarez,77
1983-01-01,Coyoacan,111
1983-01-01,Cuajimalpa de Morelos,147
1983-01-01,Cuauhtemoc,88
1983-01-01,Gustavo A. Madero,216
1983-01-01,Iztacalco,150
1983-01-01,Iztapalapa,259
1983-01-01,La Magdalena Contreras,48
1983-01-01,Miguel Hidalgo,68
1983-01-01,Milpa Alta,48
1983-01-01,Tlalpan,121
1983-01-01,Tlahuac,84
1983-01-01,Venustiano Carranza,103
1983-01-01,Xochimilco,121
1983-01-01,Alvaro Obregon,95
1984-01-01,Azcapotzalco,201
1984-01-01,Benito Juarez,89
1984-01-01,Coyoacan,98
1984-01-01,Cuajimalpa de Morelos,139
1984-01-01,Cuauhtemoc,70
1984-01-01,Gustavo A. Madero,208
1984-01-01,Iztacalco,138
1984-01-01,Iztapalapa,254
1984-01-01,La Magdalena Contreras,42
1984-01-01,Miguel Hidalgo,64
1984-01-01,Milpa Alta,67
1984-01-01,Tlalpan,107
1984-01-01,Tlahuac,76
1984-01-01,Venustiano Carranza,113
1984-01-01,Xochimilco,100
1984-01-01,Alvaro Obregon,88
1985-01-01,Azcapotzalco,230
1985-01-01,Benito Juarez,69
1985-01-01,Coyoacan,97
1985-01-01,Cuajimalpa de Morelos,162
1985-01-01,Cuauhtemoc,97
1985-01-01,Gustavo A. Madero,224
1985-01-01,Iztacalco,134
1985-01-01,Iztapalapa,256
1985-01-01,La Magdalena Contreras,40
1985-01-01,Miguel Hidalgo,61
1985-01-01,Milpa Alta,66
1985-01-01,Tlalpan,114
1985-01-01,Tlahuac,91
1985-01-01,Venustiano Carranza,104
1985-01-01,Xochimilco,106
1985-01-01,Alvaro Obregon,82
1986-01-01,Azcapotzalco,273
1986-01-01,Benito Juarez,60
1986-01-01,Coyoacan,88
1986-01-01,Cuajimalpa de Morelos,145
1986-01-01,Cuauhtemoc,61
1986-01-01,Gustavo A. Madero,182
1986-01-01,Iztacalco,136
1986-01-01,Iztapalapa,235
1986-01-01,La Magdalena Contreras,63
1986-01-01,Miguel Hidalgo,54
1986-01-01,Milpa Alta,66
1986-01-01,Tlalpan,100
1986-01-01,Tlahuac,100
1986-01-01,Venustiano Carranza,105
1986-01-01,Xochimilco,101
1986-01-01,Alvaro Obregon,88
1987-01-01,Azcapotzalco,230
1987-01-01,Benito Juarez,83
1987-01-01,Coyoacan,104
1987-01-01,Cuajimalpa de Morelos,139
1987-01-01,Cuauhtemoc,102
1987-01-01,Gustavo A. Madero,167
1987-01-01,Iztacalco,151
1987-01-01,Iztapalapa,211
1987-01-01,La Magdalena Contreras,36
1987-01-01,Miguel Hidalgo,55
1987-01-01,Milpa Alta,50
1987-01-01,Tlalpan,123
1987-01-01,Tlahuac,69
1987-01-01,Venustiano Carranza,101
1987-01-01,Xochimilco,135
1987-01-01,Alvaro Obregon,70
1988-01-01,Azcapotzalco,89
1988-01-01,Benito Juarez,53
1988-01-01,Coyoacan,53
1988-01-01,Cuajimalpa de Morelos,72
1988-01-01,Cuauhtemoc,36
1988-01-01,Gustavo A. Madero,88
1988-01-01,Iztacalco,75
1988-01-01,Iztapalapa,121
1988-01-01,La Magdalena Contreras,28
1988-01-01,Miguel Hidalgo,34
1988-01-01,Milpa Alta,38
1988-01-01,Tlalpan,47
1988-01-01,Tlahuac,46
1988-01-01,Venustiano Carranza,53
1988-01-01,Xochimilco,55
1988-01-01,Alvaro Obregon,68
1989-01-01,Azcapotzalco,106
1989-01-01,Benito Juarez,38
1989-01-01,Coyoacan,46
1989-01-01,Cuajimalpa de Morelos,75
1989-01-01,Cuauhtemoc,38
1989-01-01,Gustavo A. Madero,87
1989-01-01,Iztacalco,72
1989-01-01,Iztapalapa,94
1989-01-01,La Magdalena Contreras,9
1989-01-01,Miguel Hidalgo,26
1989-01-01,Milpa Alta,17
1989-01-01,Tlalpan,64
1989-01-01,Tlahuac,20
1989-01-01,Venustiano Carranza,31
1989-01-01,Xochimilco,53
1989-01-01,Alvaro Obregon,42
1990-01-01,Azcapotzalco,204
1990-01-01,Benito Juarez,85
1990-01-01,Coyoacan,121
1990-01-01,Cuajimalpa de Morelos,154
1990-01-01,Cuauhtemoc,106
1990-01-01,Gustavo A. Madero,218
1990-01-01,Iztacalco,133
1990-01-01,Iztapalapa,215
1990-01-01,La Magdalena Contreras,55
1990-01-01,Miguel Hidalgo,72
1990-01-01,Milpa Alta,73
1990-01-01,Tlalpan,147
1990-01-01,Tlahuac,99
1990-01-01,Venustiano Carranza,114
1990-01-01,Xochimilco,127
1990-01-01,Alvaro Obregon,115
1991-01-01,Azcapotzalco,199
1991-01-01,Benito Juarez,80
1991-01-01,Coyoacan,125
1991-01-01,Cuajimalpa de Morelos,180
1991-01-01,Cuauhtemoc,82
1991-01-01,Gustavo A. Madero,190
1991-01-01,Iztacalco,162
1991-01-01,Iztapalapa,217
1991-01-01,La Magdalena Contreras,51
1991-01-01,Miguel Hidalgo,54
1991-01-01,Milpa Alta,68
1991-01-01,Tlalpan,158
1991-01-01,Tlahuac,91
1991-01-01,Venustiano Carranza,112
1991-01-01,Xochimilco,112
1991-01-01,Alvaro Obregon,102
1992-01-01,Azcapotzalco,227
1992-01-01,Benito Juarez,86
1992-01-01,Coyoacan,113
1992-01-01,Cuajimalpa de Morelos,199
1992-01-01,Cuauhtemoc,73
1992-01-01,Gustavo A. Madero,187
1992-01-01,Iztacalco,127
1992-01-01,Iztapalapa,211
1992-01-01,La Magdalena Contreras,59
1992-01-01,Miguel Hidalgo,49
1992-01-01,Milpa Alta,64
1992-01-01,Tlalpan,167
1992-01-01,Tlahuac,113
1992-01-01,Venustiano Carranza,135
1992-01-01,Xochimilco,131
1992-01-01,Alvaro Obregon,87
1993-01-01,Azcapotzalco,195
1993-01-01,Benito Juarez,64
1993-01-01,Coyoacan,104
1993-01-01,Cuajimalpa de Morelos,176
1993-01-01,Cuauhtemoc,101
1993-01-01,Gustavo A. Madero,188
1993-01-01,Iztacalco,130
1993-01-01,Iztapalapa,189
1993-01-01,La Magdalena Contreras,60
1993-01-01,Miguel Hidalgo,46
1993-01-01,Milpa Alta,54
1993-01-01,Tlalpan,142
1993-01-01,Tlahuac,78
1993-01-01,Venustiano Carranza,100
1993-01-01,Xochimilco,102
1993-01-01,Alvaro Obregon,104
1994-01-01,Azcapotzalco,192
1994-01-01,Benito Juarez,77
1994-01-01,Coyoacan,105
1994-01-01,Cuajimalpa de Morelos,143
1994-01-01,Cuauhtemoc,93
1994-01-01,Gustavo A. Madero,186
1994-01-01,Iztacalco,134
1994-01-01,Iztapalapa,212
1994-01-01,La Magdalena Contreras,36
1994-01-01,Miguel Hidalgo,62
1994-01-01,Milpa Alta,59
1994-01-01,Tlalpan,141
1994-01-01,Tlahuac,67
1994-01-01,Venustiano Carranza,122
1994-01-01,Xochimilco,132
1994-01-01,Alvaro Obregon,112
1995-01-01,Azcapotzalco,125
1995-01-01,Benito Juarez,53
1995-01-01,Coyoacan,58
1995-01-01,Cuajimalpa de Morelos,111
1995-01-01,Cuauhtemoc,36
1995-01-01,Gustavo A. Madero,107
1995-01-01,Iztacalco,109
1995-01-01,Iztapalapa,134
1995-01-01,La Magdalena Contreras,28
1995-01-01,Miguel Hidalgo,45
1995-01-01,Milpa Alta,34
1995-01-01,Tlalpan,65
1995-01-01,Tlahuac,79
1995-01-01,Venustiano Carranza,66
1995-01-01,Xochimilco,62
1995-01-01,Alvaro Obregon,67
1996-01-01,Azcapotzalco,97
1996-01-01,Benito Juarez,40
1996-01-01,Coyoacan,32
1996-01-01,Cuajimalpa de Morelos,87
1996-01-01,Cuauhtemoc,46
1996-01-01,Gustavo A. Madero,76
1996-01-01,Iztacalco,64
1996-01-01,Iztapalapa,125
1996-01-01,La Magdalena Contreras,14
1996-01-01,Miguel Hidalgo,19
1996-01-01,Milpa Alta,39
1996-01-01,Tlalpan,51
1996-01-01,Tlahuac,44
1996-01-01,Venustiano Carranza,41
1996-01-01,Xochimilco,54
1996-01-01,Alvaro Obregon,43
1997-01-01,Azcapotzalco,247
1997-01-01,Benito Juarez,94
1997-01-01,Coyoacan,124
1997-01-01,Cuajimalpa de Morelos,172
1997-01-01,Cuauhtemoc,136
1997-01-01,Gustavo A. Madero,238
1997-01-01,Iztacalco,180
1997-01-01,Iztapalapa,263
1997-01-01,La Magdalena Contreras,61
1997-01-01,Miguel Hidalgo,50
1997-01-01,Milpa Alta,101
1997-01-01,Tlalpan,127
1997-01-01,Tlahuac,102
1997-01-01,Venustiano Carranza,114
1997-01-01,Xochimilco,154
1997-01-01,Alvaro Obregon,115
1998-01-01,Azcapotzalco,244
1998-01-01,Benito Juarez,74
1998-01-01,Coyoacan,109
1998-01-01,Cuajimalpa de Morelos,159
1998-01-01,Cuauhtemoc,98
1998-01-01,Gustavo A. Madero,234
1998-01-01,Iztacalco,124
1998-01-01,Iztapalapa,233
1998-01-01,La Magdalena Contreras,48
1998-01-01,Miguel Hidalgo,50
1998-01-01,Milpa Alta,84
1998-01-01,Tlalpan,118
1998-01-01,Tlahuac,87
1998-01-01,Venustiano Carranza,138
1998-01-01,Xochimilco,102
1998-01-01,Alvaro Obregon,114
1999-01-01,Azcapotzalco,220
1999-01-01,Benito Juarez,75
1999-01-01,Coyoacan,101
1999-01-01,Cuajimalpa de Morelos,136
1999-01-01,Cuauhtemoc,90
1999-01-01,Gustavo A. Madero,245
1999-01-01,Iztacalco,167
1999-01-01,Iztapalapa,214
1999-01-01,La Magdalena Contreras,50
1999-01-01,Miguel Hidalgo,71
1999-01-01,Milpa Alta,69
1999-01-01,Tlalpan,143
1999-01-01,Tlahuac,137
1999-01-01,Venustiano Carranza,101
1999-01-01,Xochimilco,110
1999-01-01,Alvaro Obregon,111
2000-01-01,Azcapotzalco,264
2000-01-01,Benito Juarez,82
2000-01-01,Coyoacan,111
2000-01-01,Cuajimalpa de Morelos,147
2000-01-01,Cuauhtemoc,82
2000-01-01,Gustavo A. Madero,208
2000-01-01,Iztacalco,150
2000-01-01,Iztapalapa,226
2000-01-01,La Magdalena Contreras,58
2000-01-01,Miguel Hidalgo,46
2000-01-01,Milpa Alta,54
2000-01-01,Tlalpan,132
2000-01-01,Tlahuac,109
2000-01-01,Venustiano Carranza,122
2000-01-01,Xochimilco,148
2000-01-01,Alvaro Obregon,112
2001-01-01,Azcapotzalco,238
2001-01-01,Benito Juarez,90
2001-01-01,Coyoacan,135
2001-01-01,Cuajimalpa de Morelos,168
2001-01-01,Cuauhtemoc,93
2001-01-01,Gustavo A. Madero,208
2001-01-01,Iztacalco,151
2001-01-01,Iztapalapa,234
2001-01-01,La Magdalena Contreras,41
2001-01-01,Miguel Hidalgo,62
2001-01-01,Milpa Alta,80
2001-01-01,Tlalpan,165
2001-01-01,Tlahuac,151
2001-01-01,Venustiano Carranza,132
2001-01-01,Xochimilco,132
2001-01-01,Alvaro Obregon,85
2002-01-01,Azcapotzalco,136
2002-01-01,Benito Juarez,43
2002-01-01,Coyoacan,91
2002-01-01,Cuajimalpa de Morelos,115
2002-01-01,Cuauhtemoc,41
2002-01-01,Gustavo A. Madero,88
2002-01-01,Iztacalco,119
2002-01-01,Iztapalapa,124
2002-01-01,La Magdalena Contreras,28
2002-01-01,Miguel Hidalgo,35
2002-01-01,Milpa Alta,33
2002-01-01,Tlalpan,84
2002-01-01,Tlahuac,85
2002-01-01,Venustiano Carranza,63
2002-01-01,Xochimilco,101
2002-01-01,Alvaro Obregon,79
2003-01-01,Azcapotzalco,102
2003-01-01,Benito Juarez,51
2003-01-01,Coyoacan,38
2003-01-01,Cuajimalpa de Morelos,120
2003-01-01,Cuauhtemoc,33
2003-01-01,Gustavo A. Madero,86
2003-01-01,Iztacalco,72
2003-01-01,Iztapalapa,107
2003-01-01,La Magdalena Contreras,18
2003-01-01,Miguel Hidalgo,34
2003-01-01,Milpa Alta,53
2003-01-01,Tlalpan,59
2003-01-01,Tlahuac,40
2003-01-01,Venustiano Carranza,54
2003-01-01,Xochimilco,62
2003-01-01,Alvaro Obregon,56
2004-01-01,Azcapotzalco,279
2004-01-01,Benito Juarez,99
2004-01-01,Coyoacan,155
2004-01-01,Cuajimalpa de Morelos,209
2004-01-01,Cuauhtemoc,117
2004-01-01,Gustavo A. Madero,219
2004-01-01,Iztacalco,191
2004-01-01,Iztapalapa,245
2004-01-01,La Magdalena Contreras,67
2004-01-01,Miguel Hidalgo,58
2004-01-01,Milpa Alta,110
2004-01-01,Tlalpan,193
2004-01-01,Tlahuac,105
2004-01-01,Venustiano Carranza,134
2004-01-01,Xochimilco,159
2004-01-01,Alvaro Obregon,119
2005-01-01,Azcapotzalco,272
2005-01-01,Benito Juarez,77
2005-01-01,Coyoacan,134
2005-01-01,Cuajimalpa de Morelos,218
2005-01-01,Cuauhtemoc,143
2005-01-01,Gustavo A. Madero,245
2005-01-01,Iztacalco,168
2005-01-01,Iztapalapa,216
2005-01-01,La Magdalena Contreras,58
2005-01-01,Miguel Hidalgo,74
2005-01-01,Milpa Alta,98
2005-01-01,Tlalpan,162
2005-01-01,Tlahuac,125
2005-01-01,Venustiano Carranza,172
2005-01-01,Xochimilco,148
2005-01-01,Alvaro Obregon,140
2006-01-01,Azcapotzalco,299
2006-01-01,Benito Juarez,90
2006-01-01,Coyoacan,162
2006-01-01,Cuajimalpa de Morelos,241
2006-01-01,Cuauhtemoc,101
2006-01-01,Gustavo A. Madero,221
2006-01-01,Iztacalco,161
2006-01-01,Iztapalapa,235
2006-01-01,La Magdalena Contreras,58
2006-01-01,Miguel Hidalgo,81
2006-01-01,Milpa Alta,97
2006-01-01,Tlalpan,169
2006-01-01,Tlahuac,122
2006-01-01,Venustiano Carranza,160
2006-01-01,Xochimilco,143
2006-01-01,Alvaro Obregon,119
2007-01-01,Azcapotzalco,265
2007-01-01,Benito Juarez,83
2007-01-01,Coyoacan,135
2007-01-01,Cuajimalpa de Morelos,205
2007-01-01,Cuauhtemoc,79
2007-01-01,Gustavo A. Madero,253
2007-01-01,Iztacalco,174
2007-01-01,Iztapalapa,209
2007-01-01,La Magdalena Contreras,56
2007-01-01,Miguel Hidalgo,61
2007-01-01,Milpa Alta,86
2007-01-01,Tlalpan,170
2007-01-01,Tlahuac,117
2007-01-01,Venustiano Carranza,152
2007-01-01,Xochimilco,112
2007-01-01,Alvaro Obregon,121
2008-01-01,Azcapotzalco,222
2008-01-01,Benito Juarez,105
2008-01-01,Coyoacan,127
2008-01-01,Cuajimalpa de Morelos,240
2008-01-01,Cuauhtemoc,111
2008-01-01,Gustavo A. Madero,253
2008-01-01,Iztacalco,195
2008-01-01,Iztapalapa,244
2008-01-01,La Magdalena Contreras,69
2008-01-01,Miguel Hidalgo,55
2008-01-01,Milpa Alta,93
2008-01-01,Tlalpan,158
2008-01-01,Tlahuac,171
2008-01-01,Venustiano Carranza,159
2008-01-01,Xochimilco,149
2008-01-01,Alvaro Obregon,146
2009-01-01,Azcapotzalco,128
2009-01-01,Benito Juarez,45
2009-01-01,Coyoacan,60
2009-01-01,Cuajimalpa de Morelos,136
2009-01-01,Cuauhtemoc,32
2009-01-01,Gustavo A. Madero,90
2009-01-01,Iztacalco,101
2009-01-01,Iztapalapa,116
2009-01-01,La Magdalena Contreras,23
2009-01-01,Miguel Hidalgo,37
2009-01-01,Milpa Alta,51
2009-01-01,Tlalpan,78
2009-01-01,Tlahuac,46
2009-01-01,Venustiano Carranza,71
2009-01-01,Xochimilco,81
2009-01-01,Alvaro Obregon,72
2010-01-01,Azcapotzalco,124
2010-01-01,Benito Juarez,43
2010-01-01,Coyoacan,47
2010-01-01,Cuajimalpa de Morelos,107
2010-01-01,Cuauhtemoc,38
2010-01-01,Gustavo A. Madero,77
2010-01-01,Iztacalco,64
2010-01-01,Iztapalapa,95
2010-01-01,La Magdalena Contreras,40
2010-01-01,Miguel Hidalgo,32
2010-01-01,Milpa Alta,62
2010-01-01,Tlalpan,43
2010-01-01,Tlahuac,60
2010-01-01,Venustiano Carranza,62
2010-01-01,Xochimilco,63
2010-01-01,Alvaro Obregon,47
2011-01-01,Azcapotzalco,285
2011-01-01,Benito Juarez,123
2011-01-01,Coyoacan,196
2011-01-01,Cuajimalpa de Morelos,265
2011-01-01,Cuauhtemoc,101
2011-01-01,Gustavo A. Madero,250
2011-01-01,Iztacalco,192
2011-01-01,Iztapalapa,238
2011-01-01,La Magdalena Contreras,91
2011-01-01,Miguel Hidalgo,87
2011-01-01,Milpa Alta,75
2011-01-01,Tlalpan,154
2011-01-01,Tlahuac,131
2011-01-01,Venustiano Carranza,143
2011-01-01,Xochimilco,121
2011-01-01,Alvaro Obregon,138
2012-01-01,Azcapotzalco,301
2012-01-01,Benito Juarez,105
2012-01-01,Coyoacan,144
2012-01-01,Cuajimalpa de Morelos,227
2012-01-01,Cuauhtemoc,104
2012-01-01,Gustavo A. Madero,232
2012-01-01,Iztacalco,181
2012-01-01,Iztapalapa,317
2012-01-01,La Magdalena Contreras,68
2012-01-01,Miguel Hidalgo,77
2012-01-01,Milpa Alta,104
2012-01-01,Tlalpan,170
2012-01-01,Tlahuac,147
2012-01-01,Venustiano Carranza,176
2012-01-01,Xochimilco,119
2012-01-01,Alvaro Obregon,149
2013-01-01,Azcapotzalco,307
2013-01-01,Benito Juarez,97
2013-01-01,Coyoacan,145
2013-01-01,Cuajimalpa de Morelos,252
2013-01-01,Cuauhtemoc,99
2013-01-01,Gustavo A. Madero,197
2013-01-01,Iztacalco,207
2013-01-01,Iztapalapa,241
2013-01-01,La Magdalena Contreras,70
2013-01-01,Miguel Hidalgo,65
2013-01-01,Milpa Alta,104
2013-01-01,Tlalpan,187
2013-01-01,Tlahuac,115
2013-01-01,Venustiano Carranza,106
2013-01-01,Xochimilco,142
2013-01-01,Alvaro Obregon,124
2014-01-01,Azcapotzalco,308
2014-01-01,Benito Juarez,137
2014-01-01,Coyoacan,185
2014-01-01,Cuajimalpa de Morelos,222
2014-01-01,Cuauhtemoc,108
2014-01-01,Gustavo A. Madero,189
2014-01-01,Iztacalco,177
2014-01-01,Iztapalapa,295
2014-01-01,La Magdalena Contreras,59
2014-01-01,Miguel Hidalgo,75
2014-01-01,Milpa Alta,98
2014-01-01,Tlalpan,175
2014-01-01,Tlahuac,163
2014-01-01,Venustiano Carranza,173
